zip_code,stab,complaint_volume,total_population,median_age,total_housing_units,avg_pct_broadband_25_3,avg_pct_broadband_100_20
76878,TX,0.0,1797,40.1,1797,3.0,3.0
76880,TX,0.0,0,,0,0.0,0.0
76882,TX,0.0,266,37.4,266,0.0639,0.0639
76884,TX,1.0,94,63.3,94,2.9361,2.9361
76885,TX,0.0,92,37.5,92,0.0,0.0
76887,TX,0.0,76,64.8,76,0.0,0.0
76888,TX,0.0,119,60.6,119,0.0,0.0
76890,TX,0.0,812,53.1,812,3.0,3.0
76901,TX,15.0,31581,35.1,31581,4.0055,4.0055
76902,TX,2.0,0,,0,0.0,0.0
76903,TX,15.0,31181,37.9,31181,1.2624,1.2624
76904,TX,31.0,36444,37.4,36444,1.3384,1.3384
76905,TX,4.0,13761,33.9,13761,0.3784,0.3784
76908,TX,0.0,1566,21.0,1566,0.0608,0.0608
76909,TX,0.0,420,19.8,420,0.008,0.008
76930,TX,0.0,107,40.4,107,0.0,0.0
76932,TX,2.0,3239,29.2,3239,3.0,3.0
76933,TX,1.0,1467,39.7,1467,3.0,3.0
76934,TX,0.0,1172,38.3,1172,2.9469,2.9469
76935,TX,1.0,1638,48.6,1638,3.0,3.0
76936,TX,0.0,2399,39.8,2399,3.0,3.0
76937,TX,0.0,267,42.0,267,0.0,0.0
76939,TX,0.0,0,,0,0.0,0.0
76940,TX,0.0,68,68.1,68,0.0,0.0
76941,TX,0.0,1216,50.1,1216,3.0,3.0
76943,TX,1.0,2772,46.2,2772,3.0,3.0
76945,TX,1.0,1706,47.6,1706,3.0,3.0
76950,TX,1.0,3490,36.9,3490,3.0,3.0
76951,TX,1.0,1389,31.4,1389,3.0,3.0
76953,TX,0.0,40,68.6,40,0.0,0.0
76955,TX,0.0,187,32.2,187,0.0,0.0
76957,TX,0.0,203,7.6,203,0.0,0.0
76958,TX,0.0,289,30.4,289,0.0,0.0
77002,TX,17.0,19616,35.7,19616,0.0344,0.0344
77003,TX,13.0,9721,35.3,9721,0.0208,0.0208
77004,TX,42.0,35866,33.9,35866,0.0644,0.0644
77005,TX,9.0,28231,36.2,28231,4.9091,4.9091
77006,TX,26.0,23927,33.6,23927,0.042,0.042
77007,TX,28.0,45337,33.2,45337,0.0744,0.0744
77008,TX,25.0,40155,35.3,40155,0.0636,0.0636
77009,TX,14.0,36107,38.1,36107,0.0632,0.0632
77010,TX,4.0,620,52.6,620,0.0016,0.0016
77011,TX,4.0,15681,40.3,15681,0.0292,0.0292
77012,TX,2.0,16780,35.0,16780,0.032,0.032
77013,TX,1.0,17680,35.8,17680,0.0292,0.0292
77014,TX,10.0,36314,31.4,36314,0.0024,0.0024
77015,TX,15.0,58822,29.6,58822,3.5652,3.5652
77016,TX,24.0,29480,37.4,29480,0.0508,0.0508
77017,TX,8.0,30797,32.2,30797,0.0548,0.0548
77018,TX,20.0,29595,36.9,29595,0.0484,0.0484
77019,TX,31.0,23662,36.5,23662,0.042,0.042
77020,TX,11.0,25583,36.4,25583,0.0432,0.0432
77021,TX,25.0,24884,36.8,24884,0.0488,0.0488
77022,TX,7.0,26135,36.0,26135,0.05,0.05
77023,TX,12.0,24962,35.5,24962,0.0464,0.0464
77024,TX,31.0,37647,43.5,37647,11.9956,11.9956
77025,TX,18.0,29177,39.1,29177,1.1601,1.1601
77026,TX,14.0,20536,36.5,20536,0.0408,0.0408
77027,TX,20.0,19269,35.0,19269,0.0328,0.0328
77028,TX,8.0,18379,30.5,18379,0.0324,0.0324
77029,TX,5.0,15931,39.6,15931,3.0128,3.0128
77030,TX,17.0,12976,32.4,12976,0.0228,0.0228
77031,TX,2.0,15740,38.5,15740,0.029500000000000002,0.029500000000000002
77032,TX,6.0,13536,27.7,13536,0.0727,0.0727
77033,TX,11.0,28079,33.3,28079,0.0492,0.0492
77034,TX,11.0,37185,33.3,37185,0.0664,0.0664
77035,TX,16.0,34849,34.8,34849,0.0648,0.0648
77036,TX,19.0,71036,31.4,71036,0.1316,0.1316
77037,TX,1.0,17806,34.1,17806,0.6504000000000001,0.6504000000000001
77038,TX,5.0,31271,29.3,31271,0.0048,0.0048
77039,TX,8.0,28335,32.1,28335,0.8652,0.8652
77040,TX,22.0,50446,34.3,50446,1.7590000000000001,1.7590000000000001
77041,TX,15.0,33180,38.5,33180,0.0152,0.0152
77042,TX,29.0,40725,34.2,40725,0.0716,0.0716
77043,TX,20.0,26343,35.6,26343,0.0456,0.0456
77044,TX,22.0,55746,33.0,55746,0.1152,0.1152
77045,TX,8.0,32482,34.5,32482,0.0564,0.0564
77046,TX,3.0,1873,38.0,1873,0.0032,0.0032
77047,TX,11.0,35248,34.1,35248,0.041999999999999996,0.041999999999999996
77048,TX,16.0,20430,32.3,20430,0.0356,0.0356
77049,TX,11.0,40373,29.7,40373,3.6944,3.6944
77050,TX,3.0,5854,31.2,5854,0.0028,0.0028
77051,TX,10.0,18506,31.6,18506,0.032,0.032
77053,TX,8.0,30256,35.4,30256,0.0476,0.0476
77054,TX,16.0,26696,31.4,26696,0.0424,0.0424
77055,TX,26.0,44088,34.5,44088,5.8227,5.8227
77056,TX,30.0,23314,42.9,23314,0.042,0.042
77057,TX,28.0,45394,33.9,45394,0.0756,0.0756
77058,TX,15.0,18572,38.1,18572,3.9838999999999998,3.9838999999999998
77059,TX,6.0,18386,46.1,18386,0.1104,0.1104
77060,TX,14.0,44920,28.3,44920,1.4792999999999998,1.4792999999999998
77061,TX,4.0,24238,34.4,24238,0.0408,0.0408
77062,TX,13.0,24892,40.2,24892,0.0436,0.0436
77063,TX,25.0,39994,35.2,39994,0.35850000000000004,0.35850000000000004
77064,TX,17.0,48924,34.2,48924,0.2668,0.2668
77065,TX,26.0,38393,38.7,38393,1.0186000000000002,1.0186000000000002
77066,TX,15.0,38315,34.8,38315,0.0008,0.0008
77067,TX,15.0,31800,32.0,31800,0.0164,0.0164
77068,TX,10.0,12289,34.7,12289,0.0004,0.0004
77069,TX,9.0,20935,34.7,20935,0.0008,0.0008
77070,TX,34.0,57645,33.8,57645,0.014,0.014
77071,TX,18.0,26794,40.5,26794,0.2848,0.2848
77072,TX,21.0,58681,35.1,58681,0.0936,0.0936
77073,TX,5.0,43684,31.4,43684,0.0016,0.0016
77074,TX,8.0,37467,32.6,37467,0.0696,0.0696
77075,TX,7.0,41012,31.9,41012,0.0676,0.0676
77076,TX,17.0,32641,30.6,32641,0.056,0.056
77077,TX,32.0,63421,34.9,63421,0.1064,0.1064
77078,TX,4.0,14705,33.7,14705,0.0256,0.0256
77079,TX,16.0,35540,36.0,35540,0.0632,0.0632
77080,TX,28.0,49064,31.8,49064,0.0788,0.0788
77081,TX,12.0,51366,28.4,51366,0.084,0.084
77082,TX,33.0,57269,35.6,57269,0.0692,0.0692
77083,TX,29.0,74843,35.5,74843,4.0351,4.0351
77084,TX,41.0,109115,33.2,109115,0.0228,0.0228
77085,TX,4.0,16947,38.0,16947,0.0308,0.0308
77086,TX,3.0,28623,34.1,28623,0.0016,0.0016
77087,TX,11.0,35192,34.7,35192,0.06,0.06
77088,TX,21.0,54115,34.2,54115,0.0596,0.0596
77089,TX,19.0,56607,35.1,56607,0.16040000000000001,0.16040000000000001
77090,TX,30.0,41843,30.1,41843,0.0104,0.0104
77091,TX,14.0,29135,33.7,29135,0.0488,0.0488
77092,TX,24.0,36185,33.4,36185,0.0604,0.0604
77093,TX,15.0,46091,31.3,46091,0.0452,0.0452
77094,TX,10.0,10718,45.4,10718,0.0,0.0
77095,TX,33.0,69912,39.9,69912,0.0016,0.0016
77096,TX,16.0,33991,36.6,33991,0.06,0.06
77098,TX,13.0,16318,36.8,16318,0.0272,0.0272
77099,TX,17.0,49271,34.8,49271,0.1141,0.1141
77204,TX,2.0,4056,20.3,4056,0.0076,0.0076
77301,TX,37.0,36835,31.7,36835,1.5884,1.5884
77302,TX,33.0,19787,37.7,19787,1.6581000000000001,1.6581000000000001
77303,TX,83.0,26324,33.0,26324,3.3688,3.3688
77304,TX,30.0,42277,34.0,42277,4.2069,4.2069
77306,TX,20.0,17695,31.3,17695,5.3143,5.3143
77316,TX,39.0,31917,40.2,31917,0.928,0.928
77318,TX,22.0,19820,44.1,19820,1.1715,1.1715
77320,TX,18.0,37458,40.0,37458,2.8686,2.8686
77326,TX,0.0,240,77.3,240,0.0,0.0
77327,TX,34.0,37574,28.6,37574,8.1456,8.1456
77328,TX,17.0,17816,38.0,17816,2.8183999999999996,2.8183999999999996
77331,TX,6.0,7348,51.1,7348,6.0,6.0
77334,TX,0.0,211,42.8,211,0.0,0.0
77335,TX,0.0,2945,41.4,2945,2.8791,2.8791
77336,TX,42.0,12510,38.8,12510,0.0088,0.0088
77338,TX,19.0,47335,33.2,47335,2.6588000000000003,2.6588000000000003
77339,TX,44.0,43364,39.8,43364,0.0628,0.0628
77340,TX,21.0,35439,30.7,35439,2.4899,2.4899
77342,TX,0.0,0,,0,0.002,0.002
77345,TX,17.0,27574,41.2,27574,0.0472,0.0472
77346,TX,34.0,75577,36.1,75577,3.1508000000000003,3.1508000000000003
77350,TX,0.0,321,41.8,321,0.0,0.0
77351,TX,17.0,35828,44.4,35828,18.4982,18.4982
77354,TX,38.0,40501,38.4,40501,4.718,4.718
77355,TX,18.0,31727,41.4,31727,4.796,4.796
77356,TX,26.0,31069,48.2,31069,3.4372,3.4372
77357,TX,108.0,34770,31.1,34770,7.2808,7.2808
77358,TX,4.0,5565,41.1,5565,2.9901,2.9901
77359,TX,0.0,727,46.9,727,3.0,3.0
77360,TX,6.0,6130,45.1,6130,3.0,3.0
77362,TX,2.0,7474,37.3,7474,1.5692,1.5692
77363,TX,5.0,3246,39.6,3246,8.9676,8.9676
77364,TX,1.0,1835,63.3,1835,3.0,3.0
77365,TX,93.0,43025,34.8,43025,4.0024,4.0024
77367,TX,0.0,634,38.9,634,1.6494,1.6494
77368,TX,2.0,0,,0,0.0,0.0
77369,TX,0.0,607,53.1,607,1.6227,1.6227
77371,TX,16.0,7548,36.9,7548,3.0,3.0
77372,TX,20.0,14088,35.8,14088,7.7552,7.7552
77373,TX,31.0,68273,33.3,68273,4.0016,4.0016
77374,TX,1.0,334,52.7,334,0.0,0.0
77375,TX,40.0,71198,34.4,71198,4.0308,4.0308
77376,TX,0.0,575,41.8,575,0.0,0.0
77377,TX,12.0,39154,38.1,39154,0.192,0.192
77378,TX,27.0,17576,39.5,17576,3.0592,3.0592
77379,TX,41.0,83163,36.5,83163,0.0028,0.0028
77380,TX,19.0,31151,36.6,31151,0.6023,0.6023
77381,TX,17.0,35184,44.5,35184,2.9339000000000004,2.9339000000000004
77382,TX,16.0,40170,41.4,40170,1.3028,1.3028
77384,TX,23.0,24148,39.3,24148,1.1247,1.1247
77385,TX,14.0,26889,35.3,26889,5.5252,5.5252
77386,TX,30.0,69549,33.7,69549,1.1254,1.1254
77388,TX,33.0,52910,35.7,52910,0.0016,0.0016
77389,TX,19.0,44545,34.1,44545,0.354,0.354
77396,TX,33.0,58893,33.5,58893,2.132,2.132
77401,TX,5.0,17125,45.1,17125,3.0,3.0
77406,TX,35.0,65716,38.1,65716,4.4388,4.4388
77407,TX,36.0,81459,33.8,81459,0.0466,0.0466
77412,TX,1.0,10,,10,0.0,0.0
77414,TX,13.0,23879,36.0,23879,7.9237,7.9237
77415,TX,0.0,178,69.2,178,0.0,0.0
77417,TX,0.0,3232,35.1,3232,3.1757,3.1757
77418,TX,8.0,10467,42.3,10467,3.0,3.0
77419,TX,0.0,778,24.9,778,3.0,3.0
77420,TX,1.0,2461,32.1,2461,6.0,6.0
77422,TX,3.0,14548,42.2,14548,5.9406,5.9406
77423,TX,25.0,16689,33.3,16689,4.9959999999999996,4.9959999999999996
77426,TX,1.0,2193,47.4,2193,0.0,0.0
77428,TX,0.0,126,54.3,126,0.0,0.0
77429,TX,34.0,95938,36.9,95938,0.0024,0.0024
77430,TX,2.0,1916,46.1,1916,3.0,3.0
77431,TX,0.0,204,,204,0.0,0.0
77432,TX,1.0,0,,0,0.0,0.0
77433,TX,219.0,112211,33.6,112211,0.0036,0.0036
77434,TX,2.0,4037,38.5,4037,3.0,3.0
77435,TX,1.0,4376,45.2,4376,3.0,3.0
77436,TX,0.0,0,,0,0.0,0.0
77437,TX,2.0,18886,37.7,18886,4.0,4.0
77440,TX,0.0,169,52.8,169,0.0,0.0
77441,TX,75.0,32905,38.3,32905,6.8736,6.8736
77442,TX,0.0,1434,26.7,1434,5.3247,5.3247
77443,TX,0.0,123,,123,0.0,0.0
77444,TX,0.0,793,28.7,793,0.0,0.0
77445,TX,10.0,14943,32.4,14943,7.6174,7.6174
77446,TX,0.0,6060,20.6,6060,2.286,2.286
77447,TX,11.0,22766,32.5,22766,0.0,0.0
77448,TX,0.0,88,80.0,88,2.9307,2.9307
77449,TX,44.0,123042,34.3,123042,0.006,0.006
77450,TX,21.0,73226,37.6,73226,2.0184,2.0184
77451,TX,1.0,510,35.1,510,2.8251,2.8251
77453,TX,0.0,93,74.8,93,0.0,0.0
77454,TX,0.0,180,57.4,180,0.0,0.0
77455,TX,0.0,1593,37.9,1593,3.0,3.0
77456,TX,0.0,1447,20.6,1447,3.0,3.0
77457,TX,1.0,460,62.6,460,3.0,3.0
77458,TX,0.0,13,,13,3.0,3.0
77459,TX,57.0,81251,39.1,81251,6.4216,6.4216
77460,TX,0.0,96,30.5,96,0.6753,0.6753
77461,TX,5.0,12397,36.5,12397,4.8505,4.8505
77464,TX,0.0,457,48.5,457,3.0,3.0
77465,TX,4.0,7267,43.0,7267,3.0,3.0
77466,TX,0.0,258,57.7,258,1.0091999999999999,1.0091999999999999
77467,TX,0.0,22,,22,0.0,0.0
77468,TX,0.0,0,,0,0.0,0.0
77469,TX,29.0,65159,35.0,65159,9.8375,9.8375
77470,TX,0.0,381,40.0,381,3.0,3.0
77471,TX,14.0,45078,33.1,45078,7.5396,7.5396
77473,TX,0.0,32,36.5,32,0.2256,0.2256
77474,TX,7.0,14846,40.5,14846,13.7744,13.7744
77475,TX,0.0,413,68.7,413,3.0,3.0
77476,TX,0.0,341,65.3,341,0.8067,0.8067
77477,TX,13.0,32722,34.6,32722,8.9652,8.9652
77478,TX,20.0,22699,46.7,22699,0.8921,0.8921
77479,TX,41.0,92355,40.9,92355,2.6492,2.6492
77480,TX,6.0,8252,35.7,8252,3.0,3.0
77481,TX,0.0,128,84.4,128,1.4616,1.4616
77482,TX,0.0,2047,48.9,2047,4.0,4.0
77483,TX,0.0,337,34.2,337,2.0763000000000003,2.0763000000000003
77484,TX,12.0,13772,33.8,13772,3.0966,3.0966
77485,TX,1.0,3865,35.8,3865,5.1933,5.1933
77486,TX,12.0,7330,34.2,7330,7.0594,7.0594
77488,TX,8.0,14129,38.5,14129,4.0693,4.0693
77489,TX,18.0,39054,36.7,39054,1.1359,1.1359
77493,TX,36.0,62264,31.5,62264,2.9564,2.9564
77494,TX,53.0,137213,38.3,137213,2.0444,2.0444
77498,TX,36.0,53092,36.5,53092,2.3994999999999997,2.3994999999999997
77502,TX,4.0,36126,31.4,36126,0.9872,0.9872
77503,TX,4.0,23899,33.8,23899,0.6582,0.6582
77504,TX,16.0,25758,32.1,25758,0.612,0.612
77505,TX,6.0,23686,34.3,23686,0.6728000000000001,0.6728000000000001
77506,TX,7.0,35243,29.8,35243,0.9064,0.9064
77507,TX,1.0,578,28.4,578,0.0196,0.0196
77510,TX,13.0,13938,46.7,13938,3.2368,3.2368
77511,TX,29.0,51984,34.7,51984,8.5955,8.5955
77514,TX,2.0,5213,36.8,5213,6.0,6.0
77515,TX,17.0,33092,39.0,33092,10.23,10.23
77517,TX,1.0,5665,39.1,5665,0.7548,0.7548
77518,TX,3.0,9935,34.4,9935,3.009,3.009
77519,TX,0.0,556,39.6,556,0.0,0.0
77520,TX,11.0,35724,37.1,35724,1.8,1.8
77521,TX,32.0,65920,33.2,65920,2.0944,2.0944
77523,TX,22.0,28411,35.1,28411,10.5803,10.5803
77530,TX,11.0,32065,32.3,32065,3.0852,3.0852
77531,TX,9.0,16260,31.6,16260,7.3576,7.3576
77532,TX,74.0,31778,34.8,31778,6.9344,6.9344
77533,TX,1.0,1133,36.5,1133,3.0,3.0
77534,TX,0.0,3406,34.1,3406,3.0,3.0
77535,TX,26.0,38037,34.8,38037,13.482099999999999,13.482099999999999
77536,TX,11.0,32421,38.8,32421,2.9242,2.9242
77538,TX,0.0,818,47.3,818,2.9085,2.9085
77539,TX,21.0,47164,35.8,47164,8.6913,8.6913
77541,TX,8.0,16574,38.9,16574,17.0,17.0
77545,TX,22.0,25863,36.8,25863,4.4024,4.4024
77546,TX,28.0,54082,39.5,54082,4.058,4.058
77547,TX,2.0,9380,32.1,9380,2.6892,2.6892
77550,TX,17.0,23542,39.1,23542,1.8064,1.8064
77551,TX,12.0,22031,37.2,22031,1.6892,1.6892
77554,TX,7.0,9973,56.8,9973,6.5047999999999995,6.5047999999999995
77555,TX,0.0,2,,2,0.0008,0.0008
77560,TX,1.0,1095,41.1,1095,0.0,0.0
77561,TX,1.0,20,,20,0.246,0.246
77562,TX,7.0,9805,38.4,9805,4.0668,4.0668
77563,TX,3.0,10212,44.0,10212,6.9412,6.9412
77564,TX,2.0,1876,51.6,1876,3.0,3.0
77565,TX,9.0,6583,47.9,6583,6.0961,6.0961
77566,TX,11.0,30057,36.3,30057,4.4124,4.4124
77568,TX,17.0,21118,36.4,21118,4.0872,4.0872
77571,TX,16.0,37659,37.5,37659,9.0024,9.0024
77573,TX,52.0,97871,37.5,97871,3.3304,3.3304
77575,TX,8.0,16617,38.0,16617,10.7452,10.7452
77577,TX,1.0,1288,46.2,1288,2.4885,2.4885
77578,TX,26.0,27195,37.4,27195,3.9436000000000004,3.9436000000000004
77580,TX,0.0,0,,0,0.0516,0.0516
77581,TX,10.0,50240,37.4,50240,4.4348,4.4348
77582,TX,0.0,278,49.0,278,0.0915,0.0915
77583,TX,107.0,47646,36.6,47646,16.8612,16.8612
77584,TX,88.0,90979,36.6,90979,2.4499999999999997,2.4499999999999997
77585,TX,1.0,1123,30.8,1123,0.0,0.0
77586,TX,8.0,24019,43.2,24019,9.081199999999999,9.081199999999999
77587,TX,5.0,16058,30.5,16058,3.0,3.0
77590,TX,11.0,33145,36.1,33145,2.3484,2.3484
77591,TX,8.0,16840,36.8,16840,1.3372,1.3372
77597,TX,0.0,507,35.4,507,0.0,0.0
77598,TX,26.0,26638,34.3,26638,2.1425,2.1425
77611,TX,5.0,9550,36.7,9550,3.8676,3.8676
77612,TX,4.0,9152,37.3,9152,5.992,5.992
77613,TX,4.0,686,43.0,686,2.2923,2.2923
77614,TX,0.0,512,44.0,512,2.4588,2.4588
77615,TX,1.0,256,48.5,256,1.008,1.008
77616,TX,3.0,859,37.1,859,0.0,0.0
77617,TX,2.0,38,67.4,38,0.1353,0.1352764162629
77619,TX,2.0,17021,41.1,17021,3.0004,3.0004
77622,TX,2.0,1799,34.1,1799,2.6943,2.6943
77623,TX,0.0,595,59.5,595,0.3684,0.36833578530120004
77624,TX,1.0,706,63.3,706,0.0,0.0
77625,TX,7.0,9384,38.8,9384,3.0277,3.0277
77627,TX,4.0,21951,37.7,21951,7.0908,7.0908
77629,TX,15.0,524,50.6,524,2.9553,2.9553
77630,TX,13.0,29744,36.2,29744,8.7692,8.7692
77632,TX,8.0,22166,38.7,22166,11.91,11.91
77640,TX,5.0,17480,37.7,17480,1.186,1.186
77642,TX,7.0,38051,31.8,38051,2.7844,2.7844
77650,TX,0.0,2362,63.5,2362,2.4962999999999997,2.4958648774359
77651,TX,2.0,13627,39.6,13627,4.0,4.0
77655,TX,0.0,266,59.2,266,0.02,0.02
77656,TX,8.0,17132,41.1,17132,4.0,4.0
77657,TX,6.0,21691,40.4,21691,6.9936,6.9936
77659,TX,6.0,5847,34.9,5847,6.0,6.0
77660,TX,0.0,1141,51.8,1141,0.0,0.0
77661,TX,0.0,393,16.2,393,0.7383000000000001,0.7383000000000001
77662,TX,8.0,25193,42.4,25193,11.0,11.0
77663,TX,7.0,309,55.1,309,2.9787,2.9787
77664,TX,2.0,2590,45.1,2590,3.0,3.0
77665,TX,3.0,7751,38.6,7751,5.5674,5.5674
77701,TX,2.0,12328,35.9,12328,0.4592,0.4592
77702,TX,1.0,3497,40.7,3497,0.0932,0.0932
77703,TX,5.0,11640,32.8,11640,0.4636,0.4636
77705,TX,12.0,37988,37.8,37988,9.5376,9.5376
77706,TX,6.0,30754,38.2,30754,1.038,1.038
77707,TX,8.0,17538,36.5,17538,0.6044,0.6044
77708,TX,4.0,12398,37.8,12398,0.4328,0.4328
77713,TX,21.0,15373,33.8,15373,4.0368,4.0368
77801,TX,14.0,15253,23.6,15253,0.7192,0.7192
77802,TX,27.0,25303,37.8,25303,1.2148,1.2148
77803,TX,15.0,31923,31.9,31923,1.448,1.448
77807,TX,14.0,13068,31.9,13068,4.3848,4.3848
77808,TX,10.0,14334,41.8,14334,6.2324,6.2324
77830,TX,1.0,2907,41.3,2907,3.0,3.0
77831,TX,2.0,3163,45.4,3163,3.2091,3.2091
77833,TX,22.0,28234,40.0,28234,4.0,4.0
77835,TX,0.0,3036,45.3,3036,3.0,3.0
77836,TX,3.0,12469,44.9,12469,13.7436,13.7436
77837,TX,1.0,1347,48.7,1347,3.0,3.0
77840,TX,58.0,55186,22.1,55186,1.8316,1.8316
77843,TX,0.0,7905,19.4,7905,0.2888,0.2888
77845,TX,113.0,74612,32.8,74612,1.8807999999999998,1.8807999999999998
77852,TX,0.0,18,,18,1.9047,1.9047
77853,TX,0.0,1052,58.1,1052,3.0,3.0
77855,TX,0.0,142,64.1,142,0.0,0.0
77856,TX,1.0,4832,37.1,4832,3.0,3.0
77857,TX,1.0,1261,40.5,1261,3.0,3.0
77859,TX,4.0,7516,40.2,7516,3.0,3.0
77861,TX,0.0,2785,46.8,2785,3.0,3.0
77863,TX,0.0,370,12.3,370,0.8136,0.8136
77864,TX,1.0,7635,38.3,7635,3.0,3.0
77865,TX,0.0,1818,31.7,1818,3.0,3.0
77866,TX,2.0,0,,0,0.0,0.0
77867,TX,0.0,181,40.1,181,0.0,0.0
77868,TX,11.0,18863,38.6,18863,4.0324,4.0324
77871,TX,1.0,2744,46.8,2744,6.2583,6.2583
